Date and Time, ,V2X Message Detail,Sender,Receiver,Message Type,Msg Id,Seq Num,Latitude - Sender,Longitude - Sender,Message Content,Latitude - Receiver,Longitude - Receiver,Simulation Time - Sender, ,Simulation Time - Receiver, 
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 60,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, }, Latitude= 41.62984225180874,  (at simulation time 14.002,300
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 61,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, }, Latitude= 41.62984225180874,  (at simulation time 14.103,300
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 62,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, }, Latitude= 41.62984225180874,  (at simulation time 14.203,800
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 63,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, }, Latitude= 41.62984225180874,  (at simulation time 14.303,300
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 64,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, }, Latitude= 41.62984225180874,  (at simulation time 14.401,800
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 65,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, }, Latitude= 41.62984225180874,  (at simulation time 14.501,800
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 66,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, }, Latitude= 41.62984225180874,  (at simulation time 14.603,300
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 67,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, }, Latitude= 41.62984225180874,  (at simulation time 14.702,800
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 68,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, }, Latitude= 41.62984225180874,  (at simulation time 14.800,800
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 69,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63060318505487, Longitude= -71.00203177547326, }, Latitude= 41.62984225180874,  (at simulation time 14.902,300
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 70,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, }, Latitude= 41.62984225180874,  (at simulation time 15.001,300
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 71,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, }, Latitude= 41.62984225180874,  (at simulation time 15.102,300
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 72,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, }, Latitude= 41.62984225180874,  (at simulation time 15.204,800
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 73,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, }, Latitude= 41.62984225180874,  (at simulation time 15.302,800
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 74,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, }, Latitude= 41.62984225180874,  (at simulation time 15.402,300
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 75,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, }, Latitude= 41.62984225180874,  (at simulation time 15.503,300
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 76,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, }, Latitude= 41.62984225180874,  (at simulation time 15.603,800
2023-11-20 21:28:10,522 INFO  - ,Broadcast V2X Message from ,rsu_0,veh_3, InterVehicleMsg{,28, 77,  41.62984225180874,  -71.00160289947058, Road CLOSED, Latitude= 41.63066240808038, Longitude= -71.002058179536, }, Latitude= 41.62984225180874,  (at simulation time 15.701,300
