2023-09-25 08:46:03,695 INFO  - Initialize application VehicleCommunicationApp1 (at simulation time 13.000,000,000 s)
2023-09-25 08:46:03,697 INFO  - Activated Cellular Module (at simulation time 13.000,000,000 s)
2023-09-25 08:46:03,704 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 60,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63060318505487, Longitude= -71.00203177547326,  (at simulation time 14.002,300,000 s)
2023-09-25 08:46:03,705 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 61,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63060318505487, Longitude= -71.00203177547326,  (at simulation time 14.103,300,000 s)
2023-09-25 08:46:03,705 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 62,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63060318505487, Longitude= -71.00203177547326,  (at simulation time 14.203,800,000 s)
2023-09-25 08:46:03,706 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 63,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63060318505487, Longitude= -71.00203177547326,  (at simulation time 14.303,300,000 s)
2023-09-25 08:46:03,706 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 64,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63060318505487, Longitude= -71.00203177547326,  (at simulation time 14.401,800,000 s)
2023-09-25 08:46:03,707 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 65,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63060318505487, Longitude= -71.00203177547326,  (at simulation time 14.501,800,000 s)
2023-09-25 08:46:03,708 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 66,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63060318505487, Longitude= -71.00203177547326,  (at simulation time 14.603,300,000 s)
2023-09-25 08:46:03,709 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 67,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63060318505487, Longitude= -71.00203177547326,  (at simulation time 14.702,800,000 s)
2023-09-25 08:46:03,709 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 68,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63060318505487, Longitude= -71.00203177547326,  (at simulation time 14.800,800,000 s)
2023-09-25 08:46:03,710 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 69,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63060318505487, Longitude= -71.00203177547326,  (at simulation time 14.902,300,000 s)
2023-09-25 08:46:03,716 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 70,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63066240808038, Longitude= -71.002058179536,  (at simulation time 15.001,300,000 s)
2023-09-25 08:46:03,716 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 71,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63066240808038, Longitude= -71.002058179536,  (at simulation time 15.102,300,000 s)
2023-09-25 08:46:03,717 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 72,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63066240808038, Longitude= -71.002058179536,  (at simulation time 15.204,800,000 s)
2023-09-25 08:46:03,717 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 73,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63066240808038, Longitude= -71.002058179536,  (at simulation time 15.302,800,000 s)
2023-09-25 08:46:03,718 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 74,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63066240808038, Longitude= -71.002058179536,  (at simulation time 15.402,300,000 s)
2023-09-25 08:46:03,718 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 75,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63066240808038, Longitude= -71.002058179536,  (at simulation time 15.503,300,000 s)
2023-09-25 08:46:03,719 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 76,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63066240808038, Longitude= -71.002058179536,  (at simulation time 15.603,800,000 s)
2023-09-25 08:46:03,719 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 77,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63066240808038, Longitude= -71.002058179536,  (at simulation time 15.701,300,000 s)
2023-09-25 08:46:03,719 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 78,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63066240808038, Longitude= -71.002058179536,  (at simulation time 15.802,800,000 s)
2023-09-25 08:46:03,720 INFO  - ,Received V2X Message from ,rsu_0, InterVehicleMsg{,28, 79,  41.62984225180874,  -71.00160289947058, Road CLOSED, }, Latitude= 41.63066240808038, Longitude= -71.002058179536,  (at simulation time 15.901,300,000 s)
